Latitude,Longitude,Park,Dog,Riverside,Drinking.Fountains,Air.Quality,Running.Track,Safety
40.794296,-73.954786,1,0,0,0,53.5,1,5
40.79659,-73.958435,1,0,0,0,53.5,1,5
40.794672,-73.952254,1,0,1,0,53.5,1,4
40.78041,-73.985727,1,0,0,0,52.68240343,0,3
40.785662,-73.985202,1,0,0,0,52.68240343,1,5
40.794884,-73.978732,1,0,1,1,52.68240343,1,5
40.794848,-73.978771,1,0,1,0,52.68240343,1,5
40.799456,-73.975388,1,0,1,0,52.68240343,1,5
40.817998,-73.961828,1,0,1,1,52.68240343,1,5
40.791763,-73.978641,1,0,1,0,52.68240343,0,4
40.80104,-73.971402,1,0,0,1,52.68240343,0,4
40.77414,-73.988701,1,0,0,0,52.68240343,0,3
40.774185,-73.984827,0,0,0,0,52.68240343,0,3
40.773581,-73.981572,1,0,0,0,52.68240343,0,2
40.771742,-73.982924,1,0,0,0,52.68240343,0,2
40.77959,-73.981819,1,0,0,0,52.68240343,0,2
40.778771,-73.97781,0,0,0,0,52.68240343,0,3
40.78185,-73.979269,0,0,0,0,52.68240343,0,3
40.785139,-73.978923,0,0,0,0,52.68240343,0,2
40.785797,-73.972754,0,0,0,0,52.68240343,0,3
40.790316,-73.969399,0,0,0,1,52.68240343,0,3
40.794049,-73.970396,0,0,0,0,52.68240343,0,2
40.796609,-73.968491,1,0,0,1,52.68240343,0,2
40.800451,-73.965706,0,0,0,0,52.68240343,0,3
40.79995,-73.96055,0,0,0,0,52.68240343,0,3
40.803527,-73.967057,0,0,0,0,52.68240343,0,2
40.875816,-73.927506,1,1,1,0,52.68240343,0,5
40.869261,-73.931583,1,1,1,0,52.68240343,0,5
40.866833,-73.928707,1,1,1,0,52.68240343,0,3
40.868397,-73.919219,1,1,0,0,52.68240343,0,3
40.872466,-73.912894,1,1,1,0,52.68240343,0,4
40.864631,-73.918915,0,0,0,0,52.68240343,0,2
40.859059,-73.923047,0,0,0,0,52.68240343,0,4
40.86305,-73.933479,1,1,1,1,52.68240343,1,5
40.864637,-73.928897,1,1,1,0,52.68240343,0,3
40.859372,-73.931369,1,1,1,0,52.68240343,0,3
40.859106,-73.934263,1,1,1,1,52.68240343,1,4
40.861123,-73.935211,1,1,1,1,52.68240343,1,5
40.858119,-73.937501,1,1,1,0,52.68240343,0,4
40.85254,-73.941616,1,1,1,0,52.68240343,0,4
40.853558,-73.938363,1,1,0,1,52.68240343,1,3
40.852173,-73.937846,1,1,0,0,52.68240343,0,3
40.85069,-73.94381,1,1,1,1,52.68240343,1,5
40.849539,-73.946375,1,1,1,0,52.68240343,0,5
40.848521,-73.930619,1,1,0,1,52.68240343,1,3
40.841255,-73.947549,1,1,1,0,52.68240343,0,5
40.836739,-73.949255,1,1,1,0,52.68240343,0,4
40.852363,-73.931574,0,0,0,0,52.68240343,0,2
40.849327,-73.933883,0,0,0,0,52.68240343,0,2
40.846995,-73.938282,0,0,0,0,52.68240343,0,2
40.842315,-73.938954,0,0,0,0,52.68240343,0,2
40.838019,-73.938356,0,0,0,0,52.68240343,0,3
40.834742,-73.94447,0,0,0,0,52.68240343,0,2
40.861602,-73.924797,1,0,0,0,52.68240343,0,2
40.853938,-73.923722,1,1,1,0,52.68240343,0,5
40.852903,-73.926116,1,1,1,1,52.68240343,1,4
40.847004,-73.92901,1,1,1,0,52.68240343,0,5
40.848169,-73.930955,1,1,0,0,52.68240343,0,3
40.845661,-73.93147,1,1,0,0,52.68240343,0,4
40.844259,-73.933709,1,1,0,0,52.68240343,0,3
40.84626,-73.942598,1,1,0,0,52.68240343,0,4
40.847708,-73.942186,1,1,0,0,52.68240343,0,4
40.847227,-73.939799,1,1,0,0,52.68240343,0,3
40.845399,-73.940575,1,1,0,0,52.68240343,0,3
40.837107,-73.936746,1,1,0,0,52.68240343,0,3
40.830423,-73.940178,1,1,0,0,52.68240343,0,3
40.829233,-73.937242,1,1,0,0,52.68240343,0,2
40.828226,-73.934967,1,1,1,0,52.68240343,0,4
40.854959,-73.93603,0,0,0,0,52.68240343,0,3
40.831563,-73.94691,1,1,0,1,48.33333333,1,3
40.83041,-73.944024,1,1,0,1,48.33333333,1,2
40.828301,-73.939209,1,1,0,0,48.33333333,0,3
40.827794,-73.945811,0,0,0,0,48.33333333,0,2
40.827205,-73.950036,0,0,0,0,48.33333333,0,2
40.827121,-73.952037,1,1,0,0,48.33333333,0,3
40.815834,-73.958467,0,0,0,0,48.33333333,0,2
40.814218,-73.950871,1,1,0,1,48.33333333,1,3
40.820902,-73.950972,0,0,0,0,48.33333333,0,3
40.827013,-73.955065,1,1,1,0,48.33333333,0,5
40.826895,-73.941575,1,1,0,0,47.5,0,3
40.823699,-73.94394,1,1,0,1,47.5,1,2
40.823315,-73.942842,1,1,0,0,47.5,0,2
40.827598,-73.935239,0,0,1,0,47.5,0,4
40.821717,-73.939125,0,0,0,0,47.5,0,2
40.821414,-73.94608,0,0,0,0,47.5,0,3
40.817045,-73.947835,0,0,0,0,47.5,0,3
40.817305,-73.942341,0,0,0,0,47.5,0,2
40.813797,-73.941054,0,0,0,0,47.5,0,2
40.815356,-73.935818,0,1,1,0,47.5,0,3
40.810224,-73.937449,0,0,0,0,47.5,0,2
40.811199,-73.946633,0,0,0,0,47.5,0,2
40.812693,-73.950839,0,0,0,0,47.5,0,2
40.813441,-73.945353,0,0,0,0,47.5,0,3
40.809252,-73.948535,0,0,0,0,47.5,0,2
40.803387,-73.952548,0,0,0,0,47.5,0,2
40.800663,-73.946598,0,0,0,0,47.5,0,2
40.80444,-73.939869,0,0,0,0,47.91666667,0,2
40.802132,-73.934106,0,0,0,0,47.91666667,0,3
40.797072,-73.937803,0,0,0,0,47.91666667,0,2
40.799979,-73.944914,0,0,0,0,47.91666667,0,3
40.796264,-73.945768,0,0,0,0,47.91666667,0,3
40.795112,-73.933176,0,0,0,0,47.91666667,0,3
40.81583,-73.958412,0,0,0,0,52.68240343,0,2
40.814198,-73.960694,0,0,0,0,52.68240343,0,3
40.811311,-73.957878,0,0,0,0,52.68240343,0,3
40.808024,-73.963902,0,0,0,0,52.68240343,0,3
40.808838,-73.96594,1,1,0,0,52.68240343,0,4
40.806995,-73.967469,1,1,0,0,52.68240343,0,4
40.804895,-73.968715,1,1,0,0,52.68240343,0,3
40.806842,-73.961153,0,0,0,0,52.68240343,0,3
40.812419,-73.964014,1,1,0,1,52.68240343,1,4
40.816229,-73.962031,1,1,0,0,52.68240343,0,4
40.813751,-73.962313,1,1,0,0,52.68240343,0,4
40.817193,-73.962735,1,1,1,0,52.68240343,0,5
40.816002,-73.963838,1,1,1,0,52.68240343,0,5
40.818075,-73.961833,1,1,1,0,52.68240343,0,5
40.817512,-73.960723,1,1,0,0,52.68240343,0,4
40.814229,-73.964232,1,1,0,0,52.68240343,0,5
40.807938,-73.968414,1,1,0,0,52.68240343,0,5
40.805323,-73.969486,1,1,0,0,52.68240343,0,4
40.80579,-73.968419,1,1,0,0,52.68240343,0,4
40.810625,-73.958331,0,0,0,0,52.68240343,0,3
40.806803,-73.961063,0,0,0,0,52.68240343,0,3
40.804234,-73.962967,0,0,0,0,52.68240343,0,3
40.804829,-73.966155,0,0,0,0,52.68240343,0,2
40.811378,-73.964853,0,1,1,0,52.68240343,0,4
